circuit,n_seeds,unpaired_0,paired_0,unpaired_0.02,paired_0.02,unpaired_0.05,paired_0.05,unpaired_0.1,paired_0.1,unpaired_0.15,paired_0.15,unpaired_0.2,paired_0.2,unpaired_0.3,paired_0.3
32,12,0.0,0.0,0.0,0.0,0.0,0.0,0.5007,0.3543,1.0,1.0,1.0,1.0,1.0,1.0
adder_n118,12,0.0,0.0,0.0,0.0,0.0,0.0,0.4933,0.3003,1.0,1.0,1.0,1.0,1.0,1.0
adder_n28,12,0.0,0.0,0.0,0.0,0.0,0.0,0.469,0.0973,1.0,1.0,1.0,1.0,1.0,1.0
adder_n433,12,0.0,0.0,0.0,0.0,0.0,0.0,0.506,0.5063,1.0,1.0,1.0,1.0,1.0,1.0
adder_n64,12,0.0,0.0,0.0,0.0,0.0,0.0,0.4877,0.763,1.0,1.0,1.0,1.0,1.0,1.0
bv_n140,12,0.009,0.0,0.033,0.0,0.1343,0.0,0.5073,0.6663,0.8547,1.0,0.9847,1.0,1.0,1.0
bv_n280,12,0.0,0.0,0.0,0.0,0.0,0.0,0.4427,0.0117,1.0,1.0,1.0,1.0,1.0,1.0
bv_n30,12,0.0043,0.0,0.012,0.0,0.087,0.0,0.5177,0.6767,0.8987,1.0,0.994,1.0,1.0,1.0
bv_n70,12,0.0013,0.0,0.012,0.0,0.0843,0.0,0.5007,0.7757,0.9017,1.0,0.9947,1.0,1.0,1.0
cat_n130,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cat_n260,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
cat_n35,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
cat_n65,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cc_n151,12,0.0,0.0,0.0,0.0,0.0,0.0,0.442,0.022,1.0,1.0,1.0,1.0,1.0,1.0
cc_n301,12,0.0,0.0,0.0,0.0,0.0,0.0,0.558,0.9803,1.0,1.0,1.0,1.0,1.0,1.0
cc_n32,12,0.0007,0.0,0.0067,0.0,0.054,0.0,0.5153,0.641,0.9407,1.0,0.9983,1.0,1.0,1.0
cc_n64,12,0.0027,0.0,0.015,0.0,0.0737,0.0,0.5067,0.5093,0.9307,1.0,0.9947,1.0,1.0,1.0
dnn_n33,12,0.0,0.0,0.0,0.0,0.0,0.0,0.5003,0.0997,1.0,1.0,1.0,1.0,1.0,1.0
dnn_n51,12,0.0,0.0,0.0,0.0,0.0,0.0,0.4913,0.547,1.0,1.0,1.0,1.0,1.0,1.0
ghz_n127,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ghz_n40,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ghz_n78,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ghz_state_n255,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ising_n34,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ising_n42,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ising_n420,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ising_n66,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ising_n98,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
knn_129,12,0.0,0.0,0.0,0.0,0.0,0.0,0.3807,0.0,1.0,1.0,1.0,1.0,1.0,1.0
knn_341,12,0.0,0.0,0.0,0.0,0.0,0.0,0.5963,1.0,1.0,1.0,1.0,1.0,1.0,1.0
knn_n31,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
knn_n41,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
knn_n67,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
multiplier_n45,12,0.0,0.0,0.0,0.0,0.0,0.0,0.5087,0.7357,1.0,1.0,1.0,1.0,1.0,1.0
multiplier_n75,12,0.0,0.0,0.0,0.0,0.0013,0.0,0.49,0.804,0.998,1.0,1.0,1.0,1.0,1.0
qft_n160,12,0.0,0.0,0.0,0.0,0.0107,0.0,0.4957,0.7553,0.9827,1.0,1.0,1.0,1.0,1.0
qft_n29,12,0.0,0.0,0.0,0.0,0.0,0.0,0.5107,0.659,1.0,1.0,1.0,1.0,1.0,1.0
qft_n320,12,0.052,0.0,0.1113,0.0,0.227,0.0,0.5103,0.5253,0.7767,1.0,0.9213,1.0,0.9963,1.0
qft_n63,12,0.0,0.0,0.0,0.0,0.0,0.0,0.492,0.8403,1.0,1.0,1.0,1.0,1.0,1.0
qugan_n111,12,0.0,0.0,0.0,0.0,0.0,0.0,0.5007,0.313,1.0,1.0,1.0,1.0,1.0,1.0
qugan_n39,12,0.0,0.0,0.0,0.0,0.0,0.0,0.504,0.098,1.0,1.0,1.0,1.0,1.0,1.0
qugan_n395,12,0.0,0.0,0.0,0.0,0.0,0.0,0.4983,0.4193,1.0,1.0,1.0,1.0,1.0,1.0
qugan_n71,12,0.0,0.0,0.0,0.0,0.0,0.0,0.5137,0.9477,1.0,1.0,1.0,1.0,1.0,1.0
swap_test_n115,12,0.0,0.0,0.0,0.0,0.0,0.0,0.5143,0.5997,1.0,1.0,1.0,1.0,1.0,1.0
swap_test_n361,12,0.0,0.0,0.0,0.0,0.0,0.0,0.592,1.0,1.0,1.0,1.0,1.0,1.0,1.0
swap_test_n41,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
swap_test_n83,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wstate_n118,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
wstate_n36,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wstate_n380,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
wstate_n76,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
